step,reward,critic_loss,actor_loss,q_mean,logp_mean,sigma_mean,tau_mean,act_sat_frac,n_abort,abort_force_mean,success
43400,-0.0402,0.6224,-63.8578,63.0549,-4.0197,0.1996,0.1014,0.0013,0,0.0000,0.0000
43600,-0.0343,0.4234,-63.9123,63.1089,-4.0288,0.1994,0.1021,0.0000,0,0.0000,0.0000
43800,-0.0342,0.5279,-64.0100,63.2132,-3.9910,0.1996,0.1012,0.0007,0,0.0000,0.0000
44000,-0.0344,0.3034,-64.1195,63.3187,-4.0079,0.1998,0.1010,0.0007,0,0.0000,0.0000
44200,-0.0340,0.3084,-64.2395,63.4407,-4.0072,0.1993,0.1027,0.0020,0,0.0000,0.0000
44400,-0.0342,0.4244,-64.1968,63.3922,-4.0302,0.1996,0.1016,0.0026,0,0.0000,0.0000
44600,-0.0380,0.4202,-64.3975,63.5939,-4.0266,0.1995,0.1020,0.0007,0,0.0000,0.0000
44800,-0.0337,0.2306,-64.5663,63.7615,-4.0319,0.1996,0.1013,0.0033,0,0.0000,0.0000
45000,-0.5662,0.2446,-64.6120,63.8107,-4.0113,0.1997,0.1009,0.0065,0,0.0000,0.0000
45200,-0.0343,0.2430,-64.5803,63.7768,-4.0316,0.1993,0.1020,0.0000,0,0.0000,0.0000
45400,-0.0344,0.5333,-64.6563,63.8556,-4.0092,0.1996,0.1012,0.0013,0,0.0000,0.0000
45600,-0.2853,0.3465,-64.8741,64.0674,-4.0417,0.1995,0.1015,0.0026,0,0.0000,0.0000
45800,-0.0368,0.3669,-65.0250,64.2242,-4.0200,0.1991,0.1036,0.0013,0,0.0000,0.0000
46000,-0.0355,0.3673,-65.0027,64.2015,-4.0163,0.1994,0.1021,0.0020,0,0.0000,0.0000
46200,-0.0410,0.0496,-65.1598,64.3507,-4.0496,0.1997,0.1009,0.0007,0,0.0000,0.0000
46400,-0.0382,0.2623,-65.1706,64.3683,-4.0159,0.1998,0.1007,0.0000,0,0.0000,0.0000
46600,-0.0349,0.0716,-65.2262,64.4178,-4.0445,0.1999,0.1004,0.0033,0,0.0000,0.0000
46800,-0.0300,0.4211,-65.3188,64.5149,-4.0317,0.1993,0.1021,0.0013,0,0.0000,0.0000
47000,-0.0348,0.6129,-65.3695,64.5600,-4.0550,0.1996,0.1013,0.0007,0,0.0000,0.0000
47200,-0.0342,0.3125,-65.5741,64.7706,-4.0245,0.1996,0.1012,0.0026,0,0.0000,0.0000
47400,-0.0324,0.2224,-65.5585,64.7549,-4.0275,0.1994,0.1019,0.0020,0,0.0000,0.0000
47600,-0.0354,0.2064,-65.7054,64.8988,-4.0444,0.1994,0.1022,0.0020,0,0.0000,0.0000
47800,-0.0343,0.7015,-65.6961,64.8944,-4.0146,0.1997,0.1013,0.0026,0,0.0000,0.0000
48000,-0.0335,0.1183,-65.8000,64.9986,-4.0132,0.1996,0.1011,0.0033,0,0.0000,0.0000
48200,-0.0362,0.3537,-65.8358,65.0307,-4.0351,0.1994,0.1020,0.0007,0,0.0000,0.0000
48400,-0.0338,0.1928,-65.9697,65.1641,-4.0381,0.1995,0.1019,0.0020,0,0.0000,0.0000
48600,-0.0331,0.2715,-66.0012,65.1990,-4.0164,0.1996,0.1014,0.0013,0,0.0000,0.0000
48800,-0.0342,0.4357,-66.0815,65.2752,-4.0349,0.1998,0.1007,0.0013,0,0.0000,0.0000
49000,-0.0346,0.1942,-66.1742,65.3735,-4.0169,0.1993,0.1026,0.0033,0,0.0000,0.0000
49200,-0.0334,0.2051,-66.1909,65.3809,-4.0577,0.1996,0.1016,0.0026,0,0.0000,0.0000
49400,-0.0351,0.6065,-66.2867,65.4793,-4.0443,0.1996,0.1016,0.0026,0,0.0000,0.0000
49600,-0.0349,0.3340,-66.4418,65.6289,-4.0694,0.1997,0.1009,0.0013,0,0.0000,0.0000
49800,-0.0340,0.2940,-66.3996,65.6028,-3.9975,0.1993,0.1024,0.0020,0,0.0000,0.0000
50000,-0.0385,0.3130,-66.4910,65.6807,-4.0621,0.1994,0.1019,0.0020,0,0.0000,0.0000
50200,-0.0345,0.3396,-66.6681,65.8613,-4.0414,0.1996,0.1014,0.0013,0,0.0000,0.0000
50400,-0.0340,0.2034,-66.7591,65.9562,-4.0203,0.1996,0.1011,0.0007,0,0.0000,0.0000
50600,-0.0340,0.1930,-66.7387,65.9322,-4.0392,0.1997,0.1013,0.0039,0,0.0000,0.0000
50800,-0.0403,0.5254,-66.7901,65.9865,-4.0296,0.1994,0.1022,0.0013,0,0.0000,0.0000
51000,-0.0345,0.1565,-66.9445,66.1382,-4.0363,0.1997,0.1011,0.0078,0,0.0000,0.0000
51200,-0.0351,0.5417,-66.9297,66.1245,-4.0349,0.1995,0.1019,0.0020,0,0.0000,0.0000
51400,-0.0343,0.9817,-66.9131,66.1074,-4.0336,0.1996,0.1012,0.0020,0,0.0000,0.0000
51600,-0.0340,0.5448,-67.1405,66.3375,-4.0219,0.1996,0.1012,0.0013,0,0.0000,0.0000
51800,-0.0331,0.1703,-67.1494,66.3434,-4.0390,0.1996,0.1016,0.0013,0,0.0000,0.0000
52000,-0.0344,0.4138,-67.2151,66.4040,-4.0589,0.1998,0.1007,0.0020,0,0.0000,0.0000
52200,-0.0342,0.7115,-67.2452,66.4390,-4.0368,0.1997,0.1011,0.0013,0,0.0000,0.0000
52400,-0.0349,0.2371,-67.2721,66.4705,-4.0164,0.1996,0.1013,0.0020,0,0.0000,0.0000
52600,-0.4904,0.3064,-67.3677,66.5635,-4.0325,0.1994,0.1026,0.0026,0,0.0000,0.0000
52800,-0.0341,0.5763,-67.4891,66.6798,-4.0553,0.1995,0.1017,0.0020,0,0.0000,0.0000
53000,-0.0353,0.1450,-67.4887,66.6896,-4.0062,0.1994,0.1022,0.0046,0,0.0000,0.0000
53200,-0.1635,0.3512,-67.5487,66.7439,-4.0362,0.1993,0.1023,0.0033,0,0.0000,0.0000
53400,-0.0338,0.1865,-67.6243,66.8241,-4.0064,0.1997,0.1013,0.0013,0,0.0000,0.0000
53600,-0.0339,0.4063,-67.6732,66.8727,-4.0078,0.1996,0.1012,0.0020,0,0.0000,0.0000
53800,-0.0517,0.3184,-67.7884,66.9829,-4.0402,0.1993,0.1027,0.0020,0,0.0000,0.0000
54000,-0.0349,0.6849,-67.7463,66.9398,-4.0367,0.1998,0.1007,0.0033,0,0.0000,0.0000
54200,-0.0388,0.2592,-67.9194,67.1134,-4.0356,0.1997,0.1010,0.0013,0,0.0000,0.0000
54400,-0.0302,0.3103,-67.8932,67.0839,-4.0503,0.1998,0.1006,0.0026,0,0.0000,0.0000
54600,-0.0455,0.3208,-68.0304,67.2267,-4.0277,0.1994,0.1026,0.0059,0,0.0000,0.0000
54800,-0.0367,0.1485,-68.1628,67.3570,-4.0353,0.1997,0.1013,0.0033,0,0.0000,0.0000
55000,-0.0318,0.5354,-68.0804,67.2698,-4.0671,0.1993,0.1026,0.0046,0,0.0000,0.0000
55200,-0.0383,0.2843,-68.1193,67.3084,-4.0562,0.1999,0.1004,0.0026,0,0.0000,0.0000
55400,-0.0351,0.6207,-68.1927,67.3915,-4.0084,0.1998,0.1006,0.0020,0,0.0000,0.0000
55600,-0.0342,0.6121,-68.2864,67.4804,-4.0480,0.1991,0.1036,0.0007,0,0.0000,0.0000
55800,-0.0355,0.1890,-68.3051,67.5017,-4.0273,0.1995,0.1020,0.0039,0,0.0000,0.0000
56000,-0.0348,0.0880,-68.4130,67.6088,-4.0247,0.1998,0.1007,0.0026,0,0.0000,0.0000
56200,-0.0357,0.1266,-68.4613,67.6562,-4.0323,0.1996,0.1014,0.0026,0,0.0000,0.0000
56400,-0.0396,0.2464,-68.4830,67.6761,-4.0392,0.1998,0.1007,0.0020,0,0.0000,0.0000
56600,-0.0361,0.7351,-68.4179,67.6097,-4.0505,0.1995,0.1016,0.0007,0,0.0000,0.0000
56800,-0.0342,0.2933,-68.6432,67.8436,-4.0104,0.1994,0.1021,0.0033,0,0.0000,0.0000
57000,-0.0333,0.0582,-68.5869,67.7794,-4.0493,0.1994,0.1019,0.0013,0,0.0000,0.0000
57200,-0.0386,0.2217,-68.6143,67.8099,-4.0322,0.1995,0.1017,0.0026,0,0.0000,0.0000
57400,-0.0334,0.1424,-68.6649,67.8560,-4.0469,0.1999,0.1004,0.0039,0,0.0000,0.0000
57600,-0.0338,0.1322,-68.7082,67.9030,-4.0428,0.1990,0.1032,0.0026,0,0.0000,0.0000
57800,-0.0347,0.1007,-68.8087,68.0053,-4.0209,0.1997,0.1009,0.0026,0,0.0000,0.0000
58000,-0.0351,0.1916,-68.8079,67.9998,-4.0537,0.1993,0.1023,0.0033,0,0.0000,0.0000
58200,-0.0347,0.5391,-68.9245,68.1156,-4.0492,0.1997,0.1009,0.0007,0,0.0000,0.0000
58400,-0.0367,0.2137,-68.8440,68.0362,-4.0497,0.1995,0.1019,0.0020,0,0.0000,0.0000
58600,-0.0351,0.1513,-69.0243,68.2146,-4.0574,0.1994,0.1019,0.0020,0,0.0000,0.0000
58800,-0.0341,0.5539,-69.0176,68.2160,-4.0248,0.1991,0.1035,0.0013,0,0.0000,0.0000
59000,-0.0371,0.1802,-69.1539,68.3437,-4.0518,0.2000,0.1001,0.0020,0,0.0000,0.0000
59200,-0.0396,0.6394,-69.0857,68.2809,-4.0347,0.1994,0.1022,0.0046,0,0.0000,0.0000
59400,-0.0343,0.4969,-69.1275,68.3171,-4.0573,0.1997,0.1010,0.0033,0,0.0000,0.0000
59600,-0.6090,0.3756,-69.1227,68.3216,-4.0142,0.1995,0.1019,0.0059,0,0.0000,0.0000
59800,-0.0343,0.0979,-69.2296,68.4274,-4.0220,0.1993,0.1023,0.0013,0,0.0000,0.0000
60000,-0.0359,0.4453,-69.2819,68.4779,-4.0296,0.1994,0.1020,0.0020,0,0.0000,0.0000
60200,-0.4269,0.0918,-69.4342,68.6294,-4.0308,0.1996,0.1013,0.0039,0,0.0000,0.0000
60400,-0.0358,0.1961,-69.3818,68.5759,-4.0492,0.1990,0.1035,0.0026,0,0.0000,0.0000
60600,-0.0332,0.4881,-69.3257,68.5163,-4.0560,0.1994,0.1017,0.0013,0,0.0000,0.0000
60800,-0.1272,0.6168,-69.3519,68.5482,-4.0260,0.1996,0.1012,0.0039,0,0.0000,0.0000
61000,-0.0326,0.3282,-69.4735,68.6631,-4.0634,0.1994,0.1018,0.0033,0,0.0000,0.0000
61200,-0.0331,0.5445,-69.5107,68.7099,-4.0176,0.1993,0.1027,0.0026,0,0.0000,0.0000
61400,-0.0297,0.5238,-69.5414,68.7363,-4.0308,0.1997,0.1010,0.0033,0,0.0000,0.0000
61600,-0.0334,0.2991,-69.6262,68.8167,-4.0583,0.1993,0.1026,0.0020,0,0.0000,0.0000
61800,-0.0336,0.1370,-69.7023,68.9008,-4.0219,0.1992,0.1033,0.0033,0,0.0000,0.0000
62000,-0.0310,0.4109,-69.7613,68.9590,-4.0237,0.1993,0.1024,0.0033,0,0.0000,0.0000
62200,-0.0344,0.5588,-69.7181,68.9105,-4.0538,0.1992,0.1031,0.0026,0,0.0000,0.0000
62400,-0.0326,0.2574,-69.8877,69.0822,-4.0328,0.1997,0.1010,0.0026,0,0.0000,0.0000
62600,-0.0324,0.3318,-69.7648,68.9585,-4.0413,0.1995,0.1019,0.0020,0,0.0000,0.0000
62800,-0.0395,0.6728,-69.7867,68.9881,-3.9972,0.1998,0.1007,0.0039,0,0.0000,0.0000
63000,-0.0403,0.2609,-69.8924,69.0842,-4.0504,0.1995,0.1017,0.0020,0,0.0000,0.0000
63200,-0.0328,0.3561,-69.9518,69.1540,-4.0052,0.1991,0.1032,0.0026,0,0.0000,0.0000
63400,-0.0350,0.2853,-70.0126,69.2085,-4.0276,0.1995,0.1019,0.0033,0,0.0000,0.0000
63600,-0.0356,0.4180,-70.0985,69.2924,-4.0442,0.1993,0.1029,0.0007,0,0.0000,0.0000
63800,-0.0348,0.3277,-69.9814,69.1760,-4.0356,0.1995,0.1017,0.0026,0,0.0000,0.0000
64000,-0.0390,0.5207,-70.0375,69.2320,-4.0369,0.1995,0.1019,0.0013,0,0.0000,0.0000
64200,-0.0335,0.4457,-70.1389,69.3358,-4.0263,0.1994,0.1020,0.0026,0,0.0000,0.0000
64400,-0.0347,0.3265,-70.1599,69.3525,-4.0504,0.1993,0.1029,0.0026,0,0.0000,0.0000
64600,-0.0404,0.1500,-70.2137,69.4053,-4.0471,0.1997,0.1009,0.0020,0,0.0000,0.0000
64800,-0.0337,0.3272,-70.2690,69.4622,-4.0417,0.1996,0.1016,0.0020,0,0.0000,0.0000
65000,-0.0347,0.3023,-70.3334,69.5286,-4.0326,0.1994,0.1017,0.0026,0,0.0000,0.0000
65200,-0.0413,0.4178,-70.2550,69.4496,-4.0417,0.1992,0.1028,0.0026,0,0.0000,0.0000
65400,-0.0329,0.0917,-70.3589,69.5482,-4.0601,0.1997,0.1009,0.0013,0,0.0000,0.0000
65600,-0.0390,0.4556,-70.3725,69.5695,-4.0288,0.1992,0.1032,0.0026,0,0.0000,0.0000
65800,-0.0340,0.4872,-70.4290,69.6224,-4.0471,0.1992,0.1030,0.0020,0,0.0000,0.0000
66000,-0.0344,0.2487,-70.4895,69.6827,-4.0392,0.1997,0.1010,0.0013,0,0.0000,0.0000
66200,-0.0340,0.2170,-70.4602,69.6492,-4.0688,0.1993,0.1023,0.0026,0,0.0000,0.0000
66400,-0.0378,0.1217,-70.4770,69.6759,-4.0161,0.1994,0.1026,0.0020,0,0.0000,0.0000
66600,-0.0338,0.4759,-70.4711,69.6584,-4.0664,0.1998,0.1006,0.0020,0,0.0000,0.0000
66800,-0.0332,0.4133,-70.5565,69.7453,-4.0624,0.1996,0.1014,0.0013,0,0.0000,0.0000
67000,-0.0340,0.3262,-70.5429,69.7364,-4.0393,0.1996,0.1013,0.0013,0,0.0000,0.0000
67200,-0.6103,0.7708,-70.5204,69.7175,-4.0216,0.1996,0.1012,0.0026,0,0.0000,0.0000
67400,-0.0346,0.3148,-70.6159,69.8077,-4.0467,0.1997,0.1009,0.0039,0,0.0000,0.0000
67600,-0.0350,0.4260,-70.7164,69.9132,-4.0205,0.1998,0.1008,0.0033,0,0.0000,0.0000
67800,-0.3355,0.2544,-70.6652,69.8619,-4.0316,0.1991,0.1031,0.0020,0,0.0000,0.0000
68000,-0.0343,0.6220,-70.7281,69.9226,-4.0325,0.1997,0.1010,0.0007,0,0.0000,0.0000
68200,-0.0383,0.6696,-70.7292,69.9277,-4.0233,0.1992,0.1033,0.0013,0,0.0000,0.0000
68400,-0.0867,0.2006,-70.8282,70.0218,-4.0443,0.1993,0.1027,0.0013,0,0.0000,0.0000
68600,-0.0338,0.2659,-70.8247,70.0183,-4.0423,0.1994,0.1020,0.0026,0,0.0000,0.0000
68800,-0.0336,0.3445,-70.8708,70.0615,-4.0502,0.1998,0.1006,0.0046,0,0.0000,0.0000
69000,-0.0289,0.2926,-70.9364,70.1334,-4.0280,0.1993,0.1025,0.0026,0,0.0000,0.0000
69200,-0.0354,0.2173,-70.8410,70.0323,-4.0542,0.1995,0.1021,0.0026,0,0.0000,0.0000
69400,-0.0340,0.2969,-70.9932,70.1827,-4.0587,0.1996,0.1014,0.0020,0,0.0000,0.0000
69600,-0.0369,0.4990,-70.9120,70.1093,-4.0246,0.1994,0.1025,0.0020,0,0.0000,0.0000
69800,-0.0429,0.3073,-71.0361,70.2226,-4.0749,0.1996,0.1014,0.0013,0,0.0000,0.0000
70000,-0.0340,0.2505,-71.0076,70.2063,-4.0138,0.1996,0.1014,0.0033,0,0.0000,0.0000
70200,-0.0327,0.1923,-71.1151,70.2995,-4.0857,0.1996,0.1013,0.0013,0,0.0000,0.0000
70400,-0.0343,0.2841,-71.1106,70.2985,-4.0709,0.1995,0.1018,0.0039,0,0.0000,0.0000
70600,-0.0338,0.4555,-71.0919,70.2937,-4.0054,0.1993,0.1027,0.0026,0,0.0000,0.0000
70800,-0.0334,0.1427,-71.1554,70.3452,-4.0589,0.1996,0.1014,0.0039,0,0.0000,0.0000
71000,-0.0390,0.3962,-71.0963,70.2868,-4.0574,0.1995,0.1015,0.0013,0,0.0000,0.0000
71200,-0.0398,0.2275,-71.2341,70.4294,-4.0298,0.1996,0.1012,0.0052,0,0.0000,0.0000
71400,-0.0337,0.1239,-71.1555,70.3472,-4.0436,0.1999,0.1004,0.0026,0,0.0000,0.0000
71600,-0.0338,0.2614,-71.1862,70.3814,-4.0375,0.1992,0.1031,0.0013,0,0.0000,0.0000
71800,-0.0342,0.4702,-71.2573,70.4510,-4.0380,0.1997,0.1013,0.0013,0,0.0000,0.0000
72000,-0.0347,0.4300,-71.2151,70.4072,-4.0457,0.1995,0.1018,0.0033,0,0.0000,0.0000
72200,-0.0340,0.3162,-71.3792,70.5739,-4.0367,0.1995,0.1019,0.0020,0,0.0000,0.0000
72400,-0.0339,0.2813,-71.3335,70.5223,-4.0653,0.1995,0.1015,0.0020,0,0.0000,0.0000
72600,-0.0329,0.3573,-71.4117,70.6061,-4.0352,0.1995,0.1016,0.0039,0,0.0000,0.0000
72800,-0.0331,0.3147,-71.3790,70.5739,-4.0364,0.1995,0.1019,0.0020,0,0.0000,0.0000
73000,-0.0408,0.7415,-71.3548,70.5539,-4.0178,0.1992,0.1029,0.0013,0,0.0000,0.0000
73200,-0.0343,0.5964,-71.4747,70.6633,-4.0594,0.1999,0.1004,0.0020,0,0.0000,0.0000
73400,-0.0346,0.3513,-71.3615,70.5578,-4.0261,0.1996,0.1014,0.0007,0,0.0000,0.0000
73600,-0.0399,0.0617,-71.5297,70.7203,-4.0600,0.1993,0.1025,0.0013,0,0.0000,0.0000
73800,-0.0336,0.4451,-71.4483,70.6412,-4.0393,0.1998,0.1006,0.0007,0,0.0000,0.0000
74000,-0.0341,0.2447,-71.5717,70.7589,-4.0695,0.1997,0.1010,0.0007,0,0.0000,0.0000
74200,-0.0387,0.1375,-71.5604,70.7485,-4.0660,0.1997,0.1009,0.0013,0,0.0000,0.0000
74400,-0.0333,0.2791,-71.6334,70.8303,-4.0235,0.1996,0.1016,0.0033,0,0.0000,0.0000
74600,-0.0432,0.4737,-71.5748,70.7641,-4.0597,0.1996,0.1014,0.0013,0,0.0000,0.0000
74800,-0.5840,0.2725,-71.6927,70.8843,-4.0526,0.1994,0.1020,0.0013,0,0.0000,0.0000
75000,-0.0335,0.1033,-71.5936,70.7816,-4.0816,0.1989,0.1041,0.0026,0,0.0000,0.0000
75200,-0.0401,0.1848,-71.6306,70.8212,-4.0627,0.1992,0.1032,0.0026,0,0.0000,0.0000
75400,-0.2894,0.3711,-71.5901,70.7870,-4.0236,0.1996,0.1013,0.0039,0,0.0000,0.0000
75600,-0.0331,0.3993,-71.7848,70.9745,-4.0530,0.1999,0.1003,0.0026,0,0.0000,0.0000
75800,-0.0406,0.1137,-71.8373,71.0290,-4.0524,0.1994,0.1022,0.0033,0,0.0000,0.0000
76000,-0.0452,0.2973,-71.7738,70.9671,-4.0378,0.1998,0.1007,0.0020,0,0.0000,0.0000
76200,-0.0385,0.3572,-71.7981,70.9936,-4.0280,0.1997,0.1010,0.0020,0,0.0000,0.0000
76400,-0.0346,0.1154,-71.7392,70.9310,-4.0534,0.1993,0.1025,0.0013,0,0.0000,0.0000
76600,-0.0299,0.5487,-71.7808,70.9759,-4.0353,0.1994,0.1021,0.0065,0,0.0000,0.0000
76800,-0.0340,0.0700,-71.8011,70.9995,-4.0170,0.1995,0.1016,0.0013,0,0.0000,0.0000
77000,-0.0347,0.4564,-71.9133,71.1038,-4.0538,0.1997,0.1012,0.0007,0,0.0000,0.0000
77200,-0.0351,0.2770,-71.8838,71.0744,-4.0505,0.1998,0.1007,0.0033,0,0.0000,0.0000
77400,-0.0360,0.3080,-71.8287,71.0217,-4.0471,0.1993,0.1025,0.0026,0,0.0000,0.0000
77600,-0.0393,0.4860,-71.8902,71.0851,-4.0344,0.1995,0.1020,0.0013,0,0.0000,0.0000
77800,-0.0326,0.1360,-71.9157,71.1163,-4.0150,0.1991,0.1035,0.0020,0,0.0000,0.0000
78000,-0.0345,0.4050,-71.8482,71.0418,-4.0458,0.1993,0.1024,0.0013,0,0.0000,0.0000
78200,-0.0341,0.4773,-71.8317,71.0224,-4.0623,0.1993,0.1027,0.0033,0,0.0000,0.0000
78400,-0.0364,0.4171,-72.0048,71.2001,-4.0277,0.1998,0.1007,0.0020,0,0.0000,0.0000
78600,-0.0345,0.8002,-72.0123,71.2020,-4.0626,0.1994,0.1025,0.0033,0,0.0000,0.0000
78800,-0.0340,0.2123,-72.0089,71.2078,-4.0235,0.1989,0.1042,0.0013,0,0.0000,0.0000
79000,-0.0331,0.2628,-72.0043,71.1954,-4.0598,0.1992,0.1030,0.0033,0,0.0000,0.0000
79200,-0.0361,0.4037,-72.0105,71.2113,-4.0086,0.1993,0.1025,0.0026,0,0.0000,0.0000
79400,-0.0341,0.2658,-72.0898,71.2833,-4.0350,0.1999,0.1004,0.0013,0,0.0000,0.0000
79600,-0.0329,0.6093,-72.1349,71.3252,-4.0581,0.1995,0.1017,0.0013,0,0.0000,0.0000
79800,-0.0407,0.3687,-72.2082,71.4046,-4.0228,0.1998,0.1008,0.0026,0,0.0000,0.0000
80000,-0.0347,0.3603,-72.1402,71.3342,-4.0450,0.1992,0.1032,0.0007,0,0.0000,0.0000
80200,-0.0393,0.4199,-72.0948,71.2862,-4.0495,0.1996,0.1012,0.0026,0,0.0000,0.0000
80400,-0.0386,0.4521,-72.0379,71.2349,-4.0231,0.1996,0.1014,0.0039,0,0.0000,0.0000
80600,-0.0352,0.3240,-72.1676,71.3636,-4.0292,0.1995,0.1020,0.0033,0,0.0000,0.0000
80800,-0.0373,0.3493,-72.1579,71.3519,-4.0445,0.1993,0.1029,0.0007,0,0.0000,0.0000
81000,-0.0335,0.3949,-72.1289,71.3268,-4.0281,0.1990,0.1032,0.0020,0,0.0000,0.0000
81200,-0.0338,0.2079,-72.2397,71.4379,-4.0136,0.1997,0.1011,0.0007,0,0.0000,0.0000
81400,-0.0341,0.1672,-72.1942,71.3876,-4.0457,0.1993,0.1024,0.0020,0,0.0000,0.0000
81600,-0.0373,0.1789,-72.3117,71.5088,-4.0230,0.1995,0.1017,0.0000,0,0.0000,0.0000
81800,-0.0336,0.3544,-72.2978,71.4900,-4.0509,0.1994,0.1026,0.0026,0,0.0000,0.0000
82000,-0.0372,0.1405,-72.2234,71.4177,-4.0437,0.1992,0.1031,0.0033,0,0.0000,0.0000
82200,-0.0395,0.1184,-72.3190,71.5124,-4.0436,0.1994,0.1024,0.0033,0,0.0000,0.0000
82400,-0.5454,0.2978,-72.2555,71.4580,-4.0103,0.1988,0.1047,0.0020,0,0.0000,0.0000
82600,-0.0343,0.1808,-72.2940,71.4904,-4.0264,0.1995,0.1017,0.0007,0,0.0000,0.0000
82800,-0.0338,0.5869,-72.2878,71.4834,-4.0344,0.1993,0.1025,0.0046,0,0.0000,0.0000
83000,-0.1722,0.1590,-72.3827,71.5816,-4.0185,0.1993,0.1025,0.0013,0,0.0000,0.0000
83200,-0.0393,0.3592,-72.3936,71.5842,-4.0545,0.1996,0.1014,0.0026,0,0.0000,0.0000
83400,-0.0343,0.2695,-72.3905,71.5841,-4.0362,0.1997,0.1009,0.0020,0,0.0000,0.0000
83600,-0.0310,0.5836,-72.3729,71.5664,-4.0436,0.1995,0.1023,0.0026,0,0.0000,0.0000
83800,-0.0361,0.1705,-72.4446,71.6426,-4.0204,0.1994,0.1021,0.0020,0,0.0000,0.0000
84000,-0.0346,0.1923,-72.4224,71.6191,-4.0300,0.1992,0.1027,0.0007,0,0.0000,0.0000
84200,-0.0308,0.2386,-72.4414,71.6335,-4.0558,0.1991,0.1036,0.0033,0,0.0000,0.0000
84400,-0.0340,0.3669,-72.4552,71.6450,-4.0584,0.1997,0.1013,0.0026,0,0.0000,0.0000
84600,-0.0335,0.3123,-72.4020,71.5994,-4.0264,0.1993,0.1027,0.0046,0,0.0000,0.0000
84800,-0.0319,0.5672,-72.3922,71.5847,-4.0446,0.1996,0.1013,0.0020,0,0.0000,0.0000
85000,-0.0351,0.2881,-72.5014,71.6972,-4.0357,0.1992,0.1035,0.0000,0,0.0000,0.0000
85200,-0.0382,0.2239,-72.5604,71.7506,-4.0551,0.1997,0.1013,0.0013,0,0.0000,0.0000
85400,-0.0333,0.2513,-72.5029,71.6955,-4.0447,0.1995,0.1020,0.0000,0,0.0000,0.0000
85600,-0.0341,0.1610,-72.5373,71.7262,-4.0635,0.1996,0.1015,0.0013,0,0.0000,0.0000
85800,-0.0343,0.2534,-72.5616,71.7506,-4.0693,0.1993,0.1029,0.0007,0,0.0000,0.0000
86000,-0.0395,0.5925,-72.5264,71.7219,-4.0401,0.1990,0.1037,0.0007,0,0.0000,0.0000
86200,-0.0383,0.5943,-72.5914,71.7905,-4.0131,0.1995,0.1017,0.0039,0,0.0000,0.0000
86400,-0.0344,0.3337,-72.6030,71.7952,-4.0465,0.1995,0.1017,0.0033,0,0.0000,0.0000
86600,-0.0338,0.2571,-72.5401,71.7360,-4.0325,0.1994,0.1022,0.0020,0,0.0000,0.0000
